,title,recipe_data_output,model_output
608,apple hermits,"[""'raisins'"", ""'shortening'"", ""'brown sugar'"", ""'molasses'"", ""'eggs'"", ""'flour'"", ""'salt'"", ""'baking soda'"", ""'ground cinnamon'"", ""'ground cloves'"", ""'ground nutmeg'"", ""'apple'"", ""'nuts'""]","

Flour, sugar, baking soda, cinnamon, nutmeg, butter, apples, raisins, walnuts"
609,carrot cake,"[""'flour'"", ""'sugar'"", ""'baking powder'"", ""'cinnamon'"", ""'cloves'"", ""'oil'"", ""'eggs'"", ""'walnuts'"", ""'junior jars baby carrots'""]","

Carrots, Flour, Sugar, Baking Powder, Baking Soda, Salt, Cinnamon, Nutmeg, Eggs, Vegetable Oil, Vanilla Extract, Walnuts"
610,cornbread dressing,"[""'white bread'"", ""'ground meat'"", ""'butter'"", ""'onion'"", ""'garlic'"", ""'bell pepper'"", ""'thyme'"", ""'celery salt'"", ""'eggs'"", ""'salt'""]","

Cornbread, butter, onion, celery, chicken broth, sage, thyme, parsley, eggs, salt, pepper"
611,black eyed mullet,"[""'mullet'"", ""'black-eyed peas'"", ""'onions'"", ""'green pepper'"", ""'garlic'"", ""'liquid hot pepper sauce'"", ""'salt'"", ""'cider vinegar'""]","

Onion, Garlic, Ginger, Curry Powder, Turmeric, Coriander, Cumin, Black Pepper, Cardamom, Cloves, Cinnamon, Coconut Milk, Black Eyed Peas, Tomatoes, Salt, Oil"
612,sparerib sauce,"[""'dark molasses'"", ""'ketchup'"", ""'orange juice concentrate'"", ""'vinegar'"", ""'vegetable oil'"", ""'onion'""]","

Tomato paste, Worcestershire sauce, garlic, onion, brown sugar, apple cider vinegar, chili powder, paprika, cumin, dry mustard, black pepper, cayenne pepper."
613,chilled peanut soup,"[""'peanuts'"", ""'beef broth'"", ""'chili powder'""]","

Peanuts, Onion, Garlic, Vegetable Stock, Coconut Milk, Salt, Pepper, Cayenne Pepper, Olive Oil"
614,cabbage rolls,"[""'ground beef'"", ""'rice'"", ""'onion powder'"", ""'garlic powder'"", ""'salt'"", ""'parsley'"", ""'parmesan cheese'"", ""'tomato sauce'"", ""'cabbage'"", ""'sauerkraut'""]","

Ground beef, Rice, Onion, Garlic, Cabbage, Tomato Sauce, Salt, Pepper"
615,broccoli rice casserole,"[""'broccoli'"", ""'cream of mushroom soup'"", ""'rice'"", ""'margarine'"", ""'onion'""]","

Broccoli, Rice, Cream of Mushroom Soup, Milk, Onion, Butter, Salt, Pepper"
616,easy chicken cacciatore,"[""'chicken breasts'"", ""'tomatoes'"", ""'olives'"", ""'mushrooms'"", ""'garlic'"", ""'onion'"", ""'italian seasoning'"", ""'olive oil'"", ""'butter'"", ""'pasta of your choice'"", ""'parmesan cheese'""]","

Chicken, Onion, Garlic, Mushrooms, Red Pepper, Tomato Sauce, White Wine, Oregano, Basil, Salt, Pepper"
617,pineapple cake,"[""'cake mix'"", ""'cooking oil'"", ""'eggs'"", ""'mandarin oranges'""]","

Flour, Sugar, Baking Powder, Salt, Pineapple, Eggs, Butter, Vanilla Extract, Milk"
618,ambrosia mold,"[""'pineapple'"", ""'boiling water'"", ""'orange flavor'"", ""'topping'"", ""'orange segments'"", ""'marshmallows'"", ""'coconut'""]","

Cool Whip, mandarin oranges, pineapple, mini marshmallows, shredded coconut, sour cream, maraschino cherries"
619,cranberry souffle,"[""'unflavored gelatin'"", ""'salt'"", ""'water'"", ""'lemon juice'"", ""'lemon rind'"", ""'egg whites'"", ""'sugar'"", ""'cranberry sauce'"", ""'walnuts'"", ""'mandarin oranges'""]","

Eggs, sugar, butter, cranberries, flour, milk, vanilla extract"
620,bourbon sweet potatoes,"[""'sweet potatoes'"", ""'brown sugar'"", ""'butter'"", ""'bourbon'"", ""'vanilla extract'"", ""'marshmallows'""]","

Brown sugar, butter, bourbon, sweet potatoes, cinnamon, nutmeg, salt."
621,dry meat seasoning,"[""'salt'"", ""'sugar'"", ""'peel powder'"", ""'accent'"", ""'black pepper'"", ""'paprika'""]","

Salt, Pepper, Paprika, Garlic Powder, Onion Powder, Cayenne Pepper, Oregano, Thyme, Coriander, Cumin."
622,stuffed mushrooms,"[""'bacon'"", ""'philadelphia cream cheese'"", ""'mushrooms'"", ""'salt'""]","

Mushrooms, Cream Cheese, Garlic, Parmesan Cheese, Parsley, Breadcrumbs, Olive Oil, Salt, Pepper"
623,party mints,"[""'cream cheese'"", ""'oil of peppermint'"", ""'powdered sugar'""]","

Sugar, corn syrup, natural and artificial flavors, food coloring, carnauba wax, confectioner's glaze."
624,reuben casserole,"[""'wide noodles'"", ""'sauerkraut'"", ""'corned beef'"", ""'tomatoes'"", ""'swiss cheese'"", ""'crackers'""]","

Corned beef, sauerkraut, Swiss cheese, Thousand Island dressing, rye bread, butter"
625,cheese and chilies,"[""'eggs'"", ""'milk'"", ""'green chilies'"", ""'swiss cheese'"", ""'cheddar cheese'"", ""'cheese'""]","

Cheese, Chilies, Onion, Garlic, Cumin, Oregano, Paprika, Salt, Pepper"
626,rhubarb cake,"[""'rhubarb'"", ""'raspberry'"", ""'sugar'"", ""'marshmallows'"", ""'yellow cake mix'""]","

Flour, Sugar, Baking Powder, Salt, Butter, Eggs, Milk, Vanilla Extract, Rhubarb"
627,the best sweet and sour,"[""'green pepper'"", ""'onion'"", ""'cooking oil'"", ""'pineapple'"", ""'vinegar'"", ""'brown sugar'"", ""'water'"", ""'soy sauce'"", ""'cornstarch'"", ""'catsup'""]","

Pineapple, bell peppers, onion, garlic, brown sugar, white vinegar, ketchup, soy sauce, cornstarch, water, salt, pepper."
628,english toffee bars,"[""'crackers'"", ""'brown sugar'"", ""'margarine'"", ""'milk chocolate'"", ""'nuts'""]","

Butter, sugar, corn syrup, water, vanilla extract, salt, chopped almonds, chocolate chips"
629,fruit cobbler,"[""'sugar'"", ""'butter'"", ""'egg'"", ""'milk'"", ""'baking powder'"", ""'salt'"", ""'vanilla'"", ""'peaches'"", ""'honey'"", ""'boiling water'""]","

Fruit, Flour, Sugar, Butter, Baking Powder, Salt, Milk"
630,no bake cookies,"[""'sugar'"", ""'milk'"", ""'margarine'"", ""'cocoa'"", ""'oats'"", ""'nuts'"", ""'peanut butter'"", ""'vanilla'""]","

Butter, sugar, cocoa powder, milk, vanilla extract, oatmeal, peanut butter"
631,cream cheese rolls,"[""'flour tortillas'"", ""'cream cheese'"", ""'sour cream'"", ""'hot picante sauce'"", ""'onion'""]","

Cream cheese, butter, sugar, eggs, flour, baking powder, vanilla extract"
632,wedding bell lemonade punch,"[""'concentrate'"", ""'water'"", ""'pineapple'"", ""'water'"", ""'bottles ginger ale'"", ""'sparkling water'""]","

Lemon juice, sugar, water, orange juice, pineapple juice, sparkling water, mint leaves, lemon slices"
633,zucchini bread,"[""'eggs'"", ""'oil'"", ""'vanilla'"", ""'sugar'"", ""'zucchini'"", ""'flour'"", ""'salt'"", ""'soda'"", ""'baking powder'"", ""'cinnamon'"", ""'raisins'"", ""'pecans'""]","

Eggs, vegetable oil, white sugar, vanilla extract, all-purpose flour, baking soda, baking powder, salt, ground cinnamon, grated zucchini."
634,barbecue turkey loaf,"[""'stove top chicken stuffing'"", ""'mixed vegetables'"", ""'water'"", ""'butter'"", ""'barbecue sauce'"", ""'american cheese'"", ""'ground turkey'"", ""'eggs'""]","

Ground turkey, onion, garlic, bread crumbs, egg, Worcestershire sauce, ketchup, mustard, brown sugar, smoked paprika, salt, pepper."
635,haupia,"[""'coconut milk'"", ""'sugar'"", ""'cornstarch'"", ""'salt'""]","

Coconut milk, sugar, cornstarch, water, salt"
636,onion casserole,"[""'onions'"", ""'mushroom soup'"", ""'butter'"", ""'almonds'""]","

Onion, butter, cream of mushroom soup, sour cream, shredded cheese, bread crumbs, salt, pepper."
637,warm apple crisp,"[""'peeled apples'"", ""'sugar'"", ""'cinnamon'"", ""'salt'"", ""'butter'"", ""'sugar'"", ""'flour'"", ""'butter'"", ""'topping'""]","

Apples, Brown Sugar, Flour, Butter, Cinnamon, Nutmeg, Salt"
638,hamburger and macaroni casserole,"[""'hamburger'"", ""'onion'"", ""'macaroni'"", ""'tomato soup'""]","

Ground beef, macaroni, onion, garlic, tomato sauce, Worcestershire sauce, cheddar cheese, mozzarella cheese, bread crumbs, butter, salt, pepper."
639,one rise monkey bread,"[""'bread flour'"", ""'sugar'"", ""'salt'"", ""'active dry yeast'"", ""'very warm water'"", ""'butter'"", ""'egg'"", ""'butter'""]","

Brown sugar, butter, cinnamon, raisins, biscuit dough, chopped nuts"
640,easy  apple festival  pie microwave,"[""'apples'"", ""'flour'"", ""'cooking oats'"", ""'brown sugar'"", ""'butter'"", ""'cinnamon'"", ""'nutmeg'""]","

Apples, Sugar, Flour, Cinnamon, Nutmeg, Salt, Butter, Lemon Juice."
641,dressed eggs,"[""'eggs'"", ""'sweet relish'"", ""'celery'"", ""'chives'"", ""'sugar'"", ""'salad dressing'"", ""'salt'""]","

Mayonnaise, mustard, salt, pepper, paprika, chives, parsley, dill, garlic powder, onion powder"
642,strawberry pizza,"[""'butter'"", ""'flour'"", ""'light brown sugar'"", ""'pecans'"", ""'cream cheese'"", ""'confectioners sugar'"", ""'sugar'"", ""'water'"", ""'cornstarch'"", ""'strawberry jello'"", ""'lemon juice'"", ""'fresh strawberries'""]","

Flour, Yeast, Salt, Olive Oil, Strawberries, Mozzarella Cheese, Parmesan Cheese, Basil, Garlic, Honey"
643,pumpkin bread,"[""'flour'"", ""'sugar'"", ""'baking soda'"", ""'salt'"", ""'cinnamon'"", ""'nutmeg'"", ""'oil'"", ""'water'"", ""'eggs'"", ""'pumpkin'""]","

Flour, Baking Soda, Salt, Cinnamon, Nutmeg, Cloves, Allspice, Butter, Sugar, Eggs, Pumpkin Puree, Vanilla Extract"
644,santa fe nachos,"[""'summer sausage'"", ""'cheese'"", ""'tortilla chips'"", ""'jalapeno peppers'"", ""'black olives'"", ""'guacamole'"", ""'tomatoes'""]","

Tortilla chips, black beans, jalapenos, red onion, bell pepper, cheddar cheese, Monterey Jack cheese, sour cream, guacamole, salsa, cilantro."
645,frozen raspberry salad,"[""'raspberry'"", ""'water'"", ""'frozen raspberries'"", ""'cream cheese'"", ""'sour cream'"", ""'cranberry sauce'"", ""'salt'""]","

Raspberries, sugar, cream cheese, whipped topping, graham cracker crumbs, butter."
646,coconut chews,"[""'shortening'"", ""'confectioners sugar'"", ""'gold medal flour'"", ""'eggs'"", ""'brown sugar'"", ""'flour'"", ""'baking powder'"", ""'salt'"", ""'vanilla'"", ""'walnuts'"", ""'flaked coconut'"", ""'orange-lemon icing'""]","

Sugar, Coconut, Corn Syrup, Condensed Milk, Butter, Salt, Vanilla Extract"
647,rice broccoli casserole,"[""'onion'"", ""'celery'"", ""'margarine'"", ""'rice'"", ""'broccoli'"", ""'frozen broccoli florets'"", ""'cream of chicken soup'"", ""'cream of mushroom soup'""]","

rice, broccoli, butter, onion, garlic, cream of mushroom soup, cheddar cheese, bread crumbs, salt, pepper"
648,party mix,"[""'cheerios'"", ""'mixed nuts'"", ""'butter'"", ""'worcestershire sauce'"", ""'garlic salt'"", ""'celery salt'""]","

Pretzels, Nuts, Popcorn, Cheese Crackers, Corn Chips, Dried Fruit, Chocolate Chips"
649,fettucini with lemon vegetables,"[""'fettucini'"", ""'bite size pieces'"", ""'butter'"", ""'lemon peel'"", ""'milk'"", ""'cream cheese'"", ""'parmesan cheese'"", ""'salt'"", ""'pepper'""]","

Fettucini, olive oil, garlic, lemon juice, zucchini, bell peppers, mushrooms, cherry tomatoes, parsley, salt, pepper."
650,easy banana pudding,"[""'instant vanilla pudding'"", ""'vanilla wafers'"", ""'bananas'""]","

Bananas, Vanilla Wafers, Milk, Vanilla Pudding Mix, Whipped Cream"
651,chicken or turkey casserole,"[""'garlic salt'"", ""'sour cream'"", ""'onion'"", ""'milk'"", ""'cream of chicken soup'"", ""'chicken'"", ""'crackers'"", ""'butter'""]","

Chicken, turkey, onion, celery, carrots, mushrooms, garlic, thyme, rosemary, parsley, cream of chicken soup, white wine, butter, flour, breadcrumbs."
652,strawberry salad,"[""'strawberry'"", ""'strawberries'"", ""'bananas'"", ""'hot water'"", ""'pecans'""]","

Strawberries, Spinach, Feta Cheese, Walnuts, Red Onion, Balsamic Vinegar, Olive Oil, Salt, Pepper."
653,maple bacon oven pancake,"[""'bisquick'"", ""'sugar'"", ""'shredded cheese'"", ""'milk'"", ""'syrup'"", ""'eggs'""]","

Eggs, Flour, Milk, Maple Syrup, Bacon, Baking Powder, Salt, Butter"
654,coca cola pork chops,"[""'pork chops'"", ""'catsup'"", ""'coca-cola'"", ""'brown sugar'"", ""'salt'""]","

Pork chops, Coca-Cola, garlic powder, onion powder, paprika, black pepper, salt, olive oil."
655,fruit salad,"[""'mandarin oranges'"", ""'pineapple chunks'"", ""'bananas'"", ""'strawberries'"", ""'grapes'"", ""'vanilla pudding'""]","

Strawberries, Bananas, Apples, Grapes, Oranges, Pineapple, Kiwi, Blueberries, Mango, Melon"
656,dirty rice,"[""'hamburger'"", ""'green pepper'"", ""'celery'"", ""'rice'"", ""'hot sausage'"", ""'garlic powder'"", ""'green onions'""]","

Chicken livers, onion, celery, bell pepper, garlic, cayenne pepper, paprika, thyme, oregano, bay leaves, chicken broth, long-grain white rice, Worcestershire sauce, hot sauce."
657,sunday dinner,"[""'pack'"", ""'potatoes'"", ""'carrots'"", ""'chicken tonight'""]","

Roast beef, potatoes, carrots, onions, gravy, Yorkshire pudding, green beans, stuffing, cranberry sauce."
658,chocolate macaroon bars,"[""'graham cracker crumbs'"", ""'sugar'"", ""'cocoa'"", ""'margarine'"", ""'condensed milk'"", ""'coconut flakes'"", ""'bread crumbs'"", ""'eggs'"", ""'vanilla extract'"", ""'chocolate chips'""]","

Coconut, condensed milk, chocolate chips, butter, sugar, egg whites, vanilla extract, almond extract, salt"
659,chicken breasts in lemon sauce,"[""'chicken'"", ""'all-purpose'"", ""'butter'"", ""'garlic'"", ""'white wine'"", ""'lemon juice'"", ""'pepper'"", ""'capers'""]","

Chicken breasts, lemon juice, butter, garlic, white wine, parsley, salt, pepper"
660,spaghetti meat sauce,"[""'ground beef'"", ""'tomato sauce'"", ""'water'"", ""'onion flakes'"", ""'worcestershire sauce'"", ""'garlic powder'"", ""'pepper'"", ""'spaghetti sauce'"", ""'spaghetti'"", ""'parmesan cheese'""]","

Ground beef, onion, garlic, tomato sauce, diced tomatoes, tomato paste, oregano, basil, parsley, red pepper flakes, salt, pepper, olive oil."
661,old fashion punch,"[""'sugar'"", ""'bitters'"", ""'whiskey'"", ""'water'""]","

Lemon juice, orange juice, pineapple juice, grenadine syrup, sparkling water, dark rum, brandy, Angostura bitters, sugar, mint leaves, orange slices"
662,dill dip,"[""'mayonnaise'"", ""'sour cream'"", ""'onion'"", ""'salt'"", ""'dill weed'""]","

Mayonnaise, sour cream, dill, garlic powder, onion powder, lemon juice, salt, pepper."
663,zucchini stew,"[""'zucchini'"", ""'green'"", ""'onions'"", ""'tomatoes'"", ""'oil'"", ""'green beans'""]","

onion, garlic, zucchini, tomatoes, vegetable broth, olive oil, thyme, oregano, salt, pepper"
664,party potatoes,"[""'potatoes'""]","

Potatoes, butter, sour cream, cheddar cheese, bacon, green onions, salt, pepper"
665,gran s toll house cookies,"[""'flour'"", ""'soda'"", ""'salt'"", ""'shortening'"", ""'brown sugar'"", ""'sugar'"", ""'eggs'"", ""'water'"", ""'nut meats'"", ""'semi-sweet chocolate'"", ""'regular'"", ""'vanilla'""]","

Butter, sugar, brown sugar, eggs, vanilla extract, all-purpose flour, baking soda, baking powder, salt, chocolate chips"
666,hominy casserole large recipe  make half,"[""'yellow hominy'"", ""'oleo'"", ""'onion'"", ""'cream of mushroom soup'"", ""'fritos'""]","

onion, garlic, hominy, butter, chicken broth, cumin, chili powder, cheddar cheese, sour cream, jalapeno, cilantro, salt, pepper"
667,poached chicken breast in wine,"[""'chablis'"", ""'mushrooms'"", ""'parsley'"", ""'salt'"", ""'pepper'"", ""'cornstarch'"", ""'water'""]","

Chicken breast, white wine, onion, garlic, bay leaves, thyme, parsley, peppercorns, butter, salt."
668,quick spanish rice casserole,"[""'rice'"", ""'beans'"", ""'ground meat'"", ""'onion'"", ""'cheddar cheese'"", ""'chili powder'""]","

Rice, Onion, Garlic, Tomatoes, Green Bell Pepper, Chili Powder, Cumin, Salt, Pepper, Olive Oil, Water, Cilantro"
669,glazed pecans,"[""'pecan halves'"", ""'water'"", ""'salt'"", ""'egg'"", ""'sugar'"", ""'cinnamon'""]","

Brown sugar, butter, pecans, cinnamon, nutmeg, salt."
670,crock pot pizza,"[""'hamburger'"", ""'pizza sauce'"", ""'pizza cheese'"", ""'mushrooms'"", ""'onion'"", ""'green pepper'"", ""'noodles'"", ""'pepperoni'""]","

Ground beef, pizza sauce, pepperoni, mushrooms, onions, bell peppers, garlic, Italian seasoning, mozzarella cheese, parmesan cheese"
671,summer squash casserole,"[""'yellow sumer squash'"", ""'onion'"", ""'condensed cream'"", ""'sour cream'"", ""'carrot'"", ""'herb seasoned stuffing mix'"", ""'butter'""]","

Eggs, summer squash, onion, garlic, butter, bread crumbs, Parmesan cheese, salt, pepper."
672,green jello salad,"[""'lime jell-o'"", ""'cottage cheese'"", ""'pineapple'"", ""'sugar'"", ""'white vinegar'"", ""'water'""]","

Cream cheese, pineapple, green jello, mini marshmallows, walnuts, cool whip"
673,german potatoes,"[""'onion'"", ""'butter'"", ""'potatoes'"", ""'parsley'"", ""'salt'""]","

Potatoes, butter, onion, garlic, parsley, salt, pepper"
674,fullabull s shepherd s pie,"[""'ground beef'"", ""'onion'"", ""'mixed vegetables'"", ""'brown gravy mix'"", ""'potatoes'""]","

Ground beef, onion, garlic, carrots, celery, frozen peas, tomato paste, Worcestershire sauce, beef broth, potatoes, butter, milk, cheddar cheese."
675,sauteed bananas,"[""'bananas'"", ""'confectioners sugar'"", ""'flour'"", ""'butter'""]","

Butter, brown sugar, cinnamon, bananas, nutmeg, vanilla extract"
676,never fail jello salad,"[""'jello'"", ""'boiling water'"", ""'marshmallows'"", ""'cottage cheese'"", ""'mayonnaise'"", ""'pineapple'""]","

Cream cheese, pineapple, jello, marshmallows, walnuts, cool whip"
677,fruit cobbler,"[""'margarine'"", ""'your choice'"", ""'sugar'"", ""'milk'"", ""'flour'""]","

Fruit, Flour, Sugar, Butter, Baking Powder, Salt, Milk"
678,poppy seed cake,"[""'eggs'"", ""'poppy seed'"", ""'pineapple juice'"", ""'white cake mix'"", ""'instant vanilla pudding'"", ""'cinnamon-sugar'"", ""'powdered sugar'"", ""'almond extract'"", ""'shortening'"", ""'rum'""]","

Flour, sugar, butter, eggs, poppy seeds, baking powder, milk, vanilla extract"
679,magloubeh,"[""'chicken'"", ""'rice'"", ""'eggplant'"", ""'cauliflower'"", ""'potatoes'"", ""'salt'"", ""'eastern spice'""]","

Rice, Lamb, Onion, Garlic, Cinnamon, Cardamom, Allspice, Cloves, Nutmeg, Vegetable Oil, Salt, Water"
680,whole wheat carrot cake,"[""'oil'"", ""'brown sugar'"", ""'eggs'"", ""'milk powder'"", ""'baking powder'"", ""'cinnamon'"", ""'walnuts'"", ""'sugar'"", ""'vanilla'"", ""'whole wheat flour'"", ""'soda'"", ""'salt'"", ""'carrots'""]","

Whole wheat flour, baking powder, baking soda, salt, ground cinnamon, ground nutmeg, vegetable oil, eggs, granulated sugar, light brown sugar, grated carrots, vanilla extract, chopped walnuts"
681,pickled squash,"[""'squash'"", ""'onions'"", ""'bell peppers'"", ""'salt'"", ""'vinegar'"", ""'sugar'"", ""'celery'"", ""'curry powder'""]","

Vinegar, Water, Salt, Sugar, Squash, Garlic, Onion, Mustard Seeds, Peppercorns, Allspice, Cloves, Bay Leaves"
682,pasta salad,"[""'provolone cheese'"", ""'salami'"", ""'pepperoni'"", ""'pepper'"", ""'olives'"", ""'tomatoes'"", ""'onions'"", ""'celery'"", ""'medium shells'""]","

Pasta, Tomatoes, Olives, Onions, Peppers, Cheese, Olive Oil, Vinegar, Salt, Pepper"
683,vegetable burger soup,"[""'ground beef'"", ""'tomatoes'"", ""'tomato sauce'"", ""'frozen mixed vegetables'"", ""'onion soup'"", ""'sugar'""]","

Carrots, celery, potatoes, onion, green beans, vegetable broth, tomato paste, garlic, oregano, thyme, bay leaves, black pepper, salt, olive oil, mushrooms, bell peppers, corn, kidney beans, spinach, burger crumbles."
684,corn light bread,"[""'meal'"", ""'flour'"", ""'sugar'"", ""'salt'"", ""'baking powder'"", ""'soda'"", ""'buttermilk'"", ""'lard'""]","

Flour, Cornmeal, Sugar, Baking Powder, Salt, Milk, Vegetable Oil, Egg."
685,salad luncheon beans,"[""'ground beef'"", ""'onion'"", ""'beans'"", ""'butter beans'"", ""'red kidney beans'"", ""'pork'"", ""'catsup'"", ""'mustard'"", ""'brown sugar'"", ""'worcestershire sauce'""]","

Beans, lettuce, tomatoes, cucumbers, onions, peppers, olives, croutons, cheese, dressing"
686,crustless pumpkin pie,"[""'eggs'"", ""'honey'"", ""'ginger'"", ""'nutmeg'"", ""'cinnamon'"", ""'salt'"", ""'pumpkin'"", ""'milk'""]","

Eggs, pumpkin puree, brown sugar, evaporated milk, cinnamon, nutmeg, ginger, allspice, salt"
687,d s danish,"[""'flour'"", ""'sugar'"", ""'salt'"", ""'oleo'"", ""'eggs'"", ""'warm milk'"", ""'yeast'""]","

Flour, Sugar, Butter, Eggs, Milk, Salt, Yeast, Vanilla Extract, Cardamom."
688,picnic potato salad,"[""'potatoes'"", ""'eggs'"", ""'salt'"", ""'celery'"", ""'celery'"", ""'mustard'"", ""'bacon bits'"", ""'sweet pickles'"", ""'carrots'"", ""'salad dressing'"", ""'cucumbers'"", ""'onion'"", ""'pepper'"", ""'tomato'""]","

Potatoes, Mayonnaise, Mustard, Celery, Onion, Pickles, Salt, Pepper"
689,ribbon layer jello,"[""'jello'"", ""'water'"", ""'cold water'"", ""'gelatine'"", ""'milk'"", ""'vanilla'"", ""'sugar'"", ""'sour cream'""]","

Gelatin, boiling water, cold water, sugar, food coloring, flavored gelatin mix"
690,chicken fettucini,"[""'butter'"", ""'chicken bouillon cubes'"", ""'shallots'"", ""'whipping cream'"", ""'mushrooms'"", ""'pepper'"", ""'parmesan cheese'"", ""'fettucini'"", ""'chicken'""]","

Chicken, Fettuccini, Olive Oil, Garlic, Onion, Parsley, Salt, Pepper, White Wine, Parmesan Cheese"
691,spicy  cake,"[""'eggs'"", ""'brown sugar'"", ""'salt'"", ""'allspice'"", ""'cinnamon'"", ""'cardamom'"", ""'cilantro'"", ""'ginger'"", ""'cloves'"", ""'walnuts'"", ""'raisins'"", ""'apricots'"", ""'apple'"", ""'flour'""]","

Flour, Sugar, Baking Powder, Baking Soda, Salt, Milk, Butter, Eggs, Vanilla Extract, Cinnamon, Nutmeg, Cloves, Cayenne Pepper"
692,lemon chip cookies,"[""'flour'"", ""'sugar'"", ""'cream cheese'"", ""'margarine'"", ""'eggs'"", ""'sugar'"", ""'baking powder'"", ""'lemon juice'"", ""'flour'"", ""'lemon chips'""]","

Flour, sugar, butter, eggs, baking powder, salt, lemon juice, lemon zest, vanilla extract, chocolate chips"
693,pineapple pie,"[""'sugar'"", ""'flour'"", ""'eggs'"", ""'pineapple'"", ""'vanilla'"", ""'margarine'"", ""'unbaked pie crust'"", ""'sugar'""]","

Pineapple, sugar, butter, flour, eggs, vanilla extract, cinnamon, nutmeg, salt"
694,persimmon pudding,"[""'persimmon pulp'"", ""'sugar'"", ""'eggs'"", ""'milk'"", ""'flour'"", ""'cinnamon'"", ""'cloves'"", ""'salt'"", ""'soda'"", ""'baking powder'"", ""'margarine'""]","

Eggs, sugar, persimmon pulp, butter, flour, baking powder, milk, cinnamon, nutmeg, vanilla extract"
695,pie crust,"[""'flour'"", ""'crisco'"", ""'sugar'"", ""'salt'"", ""'egg'"", ""'vinegar'"", ""'water'""]","

Flour, Salt, Shortening, Cold Water"
696,cajun crawfish cornbread,"[""'cornmeal'"", ""'salt'"", ""'baking powder'"", ""'eggs'"", ""'onions'"", ""'cheddar cheese'"", ""'oil'"", ""'corn'"", ""'crawfish tails'"", ""'jalapeno peppers'""]","

Butter, cornmeal, onion, bell pepper, garlic, crawfish, cajun seasoning, eggs, milk, baking powder, salt, pepper"
697,fat free banana crunch muffins,"[""'flour'"", ""'cereal nuggets'"", ""'sugar'"", ""'baking powder'"", ""'baking soda'"", ""'bananas'"", ""'nonfat yogurt'"", ""'egg substitute'"", ""'vanilla extract'""]","

Bananas, Whole Wheat Flour, Baking Powder, Baking Soda, Salt, Cinnamon, Egg Whites, Vanilla Extract, Honey, Nonfat Greek Yogurt, Chopped Walnuts"
698,chili con carne,"[""'ground beef'"", ""'yellow onions'"", ""'tomato sauce'"", ""'water'"", ""'kidney beans'"", ""'chili powder'"", ""'chili seasoning'"", ""'salt'""]","

Beef, Onion, Garlic, Chili Powder, Cumin, Oregano, Paprika, Salt, Pepper, Tomatoes, Kidney Beans, Beef Broth"
699,spaghetti casserole,"[""'spaghetti'"", ""'hamburger'"", ""'onion'"", ""'green pepper'"", ""'tomato sauce'"", ""'cream of mushroom soup'""]","

Ground beef, spaghetti noodles, tomato sauce, onion, garlic, bell pepper, mushrooms, Italian seasoning, Parmesan cheese, mozzarella cheese"
700,cold bread pudding,"[""'cold'"", ""'sweet milk'"", ""'butter'"", ""'eggs'"", ""'sugar'""]","

Bread, Milk, Eggs, Sugar, Vanilla Extract, Raisins, Cinnamon, Nutmeg, Butter"
701,persimmon cake,"[""'persimmons'"", ""'baking soda'"", ""'butter'"", ""'sugar'"", ""'eggs'"", ""'vanilla'"", ""'lemon juice'"", ""'flour'"", ""'salt'"", ""'cinnamon'"", ""'nutmeg'"", ""'cloves'"", ""'raisins'"", ""'nuts'""]","

Flour, baking powder, baking soda, salt, butter, sugar, eggs, persimmon puree, vanilla extract, milk, cinnamon, nutmeg, allspice."
702,graham cracker cake,"[""'graham crackers'"", ""'sugar'"", ""'margarine'"", ""'pecans'"", ""'milk'"", ""'baking powder'"", ""'maraschino cherries'"", ""'eggs'"", ""'coconut'"", ""'vanilla'""]","

Flour, baking powder, baking soda, salt, butter, sugar, eggs, vanilla extract, graham cracker crumbs, milk, cream cheese, powdered sugar"
703,no bake cookies,"[""'oleo'"", ""'cocoa'"", ""'sugar'"", ""'milk'"", ""'oatmeal'"", ""'peanut butter'"", ""'vanilla'""]","

Butter, sugar, cocoa powder, milk, vanilla extract, oatmeal, peanut butter"
704,butterscotch squares servings,"[""'margarine'"", ""'brown sugar'"", ""'eggs'"", ""'vanilla'"", ""'flour'"", ""'baking powder'"", ""'salt'"", ""'nuts'""]","

Butter, brown sugar, flour, baking soda, salt, vanilla extract, chopped walnuts"
705,sausage and egg quiche,"[""'pie shells'"", ""'sausage'"", ""'eggs'"", ""'cheddar cheese'"", ""'mozzarella cheese'"", ""'salt'""]","

Eggs, Sausage, Milk, Flour, Salt, Pepper, Butter, Cheese"
706,date nut balls,"[""'butter'"", ""'dates'"", ""'sugar'"", ""'pecans'"", ""'rice krispies'"", ""'vanilla'""]","

Dates, walnuts, honey, coconut, cinnamon, nutmeg, vanilla extract"
707,broccoli cheese soup,"[""'onion'"", ""'butter'"", ""'all-purpose'"", ""'condensed chicken broth'"", ""'milk'"", ""'carrots'"", ""'celery'"", ""'broccoli florets'"", ""'american cheese'""]","

Broccoli, cheese, butter, onion, garlic, flour, chicken broth, milk, salt, pepper"
708,sausages and seashells,"[""'pasta'"", ""'italian sweet sausages'"", ""'olive oil'"", ""'onion'"", ""'garlic'"", ""'parsley'"", ""'tomatoes'"", ""'tomato sauce'""]","

Sausages: pork, beef, chicken, turkey, spices, herbs, salt, pepper, garlic, onion.

Seashells: mussels, clams, oysters, scallops, cockles, whelks, limpets, periwinkles."
